name,warranty,shipping,ships_in,country_of_origin,sin,part_no,gsa_schedule 
UPGSWS-03453-058 - NEC Corporation ExpressCluster X R2 SAN Edition for Windows x64 Upgrade for 3-year standard maintenance support Number of CPUs per node 5-8 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-03451-034 - NEC Corporation ExpressCluster X R2 LAN Edition for Windows x64 Upgrade for 3-year standard maintenance support Number of CPUs per node 3-4 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-03088-916 - NEC Corporation ExpressCluster X R2 for NetApp SnapMirror (Windows x64 Edition) base license upgrade to 3-year STANDARD maintenance support 9-16 CPUs,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-03088-058 - NEC Corporation ExpressCluster X R2 for NetApp SnapMirror (Windows x64 Edition) base license upgrade to 3-year STANDARD maintenance support 5-8 CPUs,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-03087-916 - NEC Corporation ExpressCluster X R2 for NetApp SnapMirror (Windows Edition) base license upgrade to 3-year STANDARD maintenance support 9-16 CPUs,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-03457-058 - NEC Corporation ExpressCluster X R2 SAN for VMware ESX Upgrade for 3-year standard maintenance support Number of CPUs per node 5-8 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-8,,Exp.
UPGSWS-03453-916 - NEC Corporation ExpressCluster X R2 SAN Edition for Windows x64 Upgrade for 3-year standard maintenance support Number of CPUs per node 9-16 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-02896-000 - NEC Corporation ExpressCluster X Database Agent for Linux Upgrade for 3-year standard maintenance support Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-12,,Exp.
UPGSWS-03087-034 - NEC Corporation ExpressCluster X R2 for NetApp SnapMirror (Windows Edition) base license upgrade to 3-year STANDARD maintenance support 3-4 CPUs,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-03088-034 - NEC Corporation ExpressCluster X R2 for NetApp SnapMirror (Windows x64 Edition) base license upgrade to 3-year STANDARD maintenance support 3-4 CPUs,,FOB Destination,30 Days,United States,132-33,,Exp.
Q24-FR000000001301 - NEC Corporation ExpressCluster X R3 for Windows - Internet Server Agent Option(1st year STANDARD maintenance and support included),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001595 - NEC Corporation ExpressCluster X R3 LAN Edition for Windows Upgrade 1-year STANDARD to 3-year PLATINUM maintenance and support (1-2),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001610 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows - Hybrid Disk OptionUpgrade 1-year STANDARD to 3-year PLATINUM maintenance and support,,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001593 - NEC Corporation ExpressCluster X R3 for Windows - Alert Service OptionUpgrade 1-year STANDARD to 2-year PLATINUM maintenance and support,,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001598 - NEC Corporation ExpressCluster X R3 LAN Edition for Windows Upgrade 1-year STANDARD to 3-year PLATINUM maintenance and support (9-16),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001590 - NEC Corporation ExpressCluster X R3 SAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (9-16),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-FR000000001295 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows(1st year STANDARD maintenance and support included) Number of CPUs per node 9-16 Supported number of nodes per license 1,,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001600 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows Upgrade 1-year STANDARD to 3-year PLATINUM maintenance and support (3-4),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001603 - NEC Corporation ExpressCluster X R3 SAN Edition for WindowsUpgrade 1-year STANDARD to 3-year PLATINUM maintenance and support (1-2),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001597 - NEC Corporation ExpressCluster X R3 LAN Edition for Windows Upgrade 1-year STANDARD to 3-year PLATINUM maintenance and support (5-8),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001594 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows - Hybrid Disk OptionUpgrade 1-year STANDARD to 2-year PLATINUM maintenance and support,,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001599 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows Upgrade 1-year STANDARD to 3-year PLATINUM maintenance and support (1-2),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001587 - NEC Corporation ExpressCluster X R3 SAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (1-2),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001602 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows Upgrade 1-year STANDARD to 3-year PLATINUM maintenance and support (9-16),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001585 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (5-8),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001581 - NEC Corporation ExpressCluster X R3 LAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (5-8),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001578 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows - Hybrid Disk OptionUpgrade 1-year STANDARD to 1-year PLATINUM maintenance and support,,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001584 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (3-4),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001576 - NEC Corporation ExpressCluster X R3 for Windows - Internet Server Agent OptionUpgrade 1-year STANDARD to 1-year PLATINUM maintenance and support,,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001630 - NEC Corporation ExpressCluster X R3 SAN Edition for Windows x64 1-year STANDARD maintenance and support (1-2),,FOB Destination,30 Days,Japan,132-33,,Exp.
"162-03629-000 - NEC Corporation Red Hat Enterprise Linux 5.4 Advanced Platform Standard Subscription (3yr)- 12x5 phone support, web support, unlimited incidents",,FOB Destination,30 Days,United States,132-33,,Exp.
Q24-DN000000001629 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows x64 1-year STANDARD maintenance and support (9-16),,FOB Destination,30 Days,Japan,132-33,,Exp.
296-01501-000 - NEC Corporation NEC Provided VPN NOC Router- NEC Provided VPN Router if the customer does not already have one for connecting NEC NOC to customer site for remote monitoring services.,,FOB Destination,30 Days,United States,132-12,,Exp.
"162-03617-000 - NEC Corporation Red Hat Enterprise Linux 5.2 Advanced Platform Standard Subscription (1yr)- 12x5 phone support, web support, unlimited incidents",,FOB Destination,30 Days,United States,132-33,,Exp.
"162-03628-000 - NEC Corporation Red Hat Enterprise Linux 5.4 Advanced Platform Standard Subscription (1yr) - 12x5 phone support, web support, unlimited incidents",,FOB Destination,30 Days,United States,132-33,,Exp.
"162-03618-000 - NEC Corporation Red Hat Enterprise Linux 5.2 Advanced Platform Standard Subscription (3yr)- 12x5 phone support, web support, unlimited incidents",,FOB Destination,30 Days,United States,132-33,,Exp.
"162-03630-000 - NEC Corporation Red Hat Enterprise Linux 5.4 Advanced Platform Premium Subscription (1yr)- 24x7 phone support, web support, unlimited incidents",,FOB Destination,30 Days,United States,132-33,,Exp.
"162-03619-000 - NEC Corporation Red Hat Enterprise Linux 5.2 Advanced Platform Premium Subscription (1yr) - 24x7 phone support, web support, unlimited incidents",,FOB Destination,30 Days,United States,132-33,,Exp.
"850193310-OEM - NEC Corporation D3-10 Disk Array Unit with blank bezel, dual controllers, dual power supplies, 2GB cache per controller, includes StorageManager, PathManager, PowerConserver software",,FOB Destination,30 Days,United States,132-33,,Exp.
850-03585-200 - NEC Corporation CRU for R320a-M4 (physical 2x 2.93GHz Quad Core Xeon E5570) server,,FOB Destination,30 Days,United States,132-8,,Exp.
850-03585-100 - NEC Corporation CRU for R320a-M4 (physical 1x 2.93GHz Quad Core Xeon E5570) server,,FOB Destination,30 Days,United States,132-8,,Exp.
Q24-DN000000001591 - NEC Corporation ExpressCluster X R3 for Windows - Database Server Agent Option Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support,,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001605 - NEC Corporation ExpressCluster X R3 SAN Edition for WindowsUpgrade 1-year STANDARD to 3-year PLATINUM maintenance and support (5-8),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001588 - NEC Corporation ExpressCluster X R3 SAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (3-4),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001580 - NEC Corporation ExpressCluster X R3 LAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (3-4),,FOB Destination,30 Days,Japan,132-33,,Exp.
Q24-DN000000001579 - NEC Corporation ExpressCluster X R3 LAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (1-2),,FOB Destination,30 Days,Japan,132-33,,Exp.
UPGSWS-02894-012 - NEC Corporation ExpressCluster X LAN Edition for Linux Upgrade for 3-year standard maintenance support Number of CPUs per node 1-2 Supported number of nodes per license 2,,FOB Destination,30 Days,United States,132-12,,Exp.
UPGSWS-02296-000 - NEC Corporation ExpressCluster X R2 Internet Server Agent for Windows Upgrade for 3-year standard maintenance support Number of CPUs per node 1 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-02294-058 - NEC Corporation ExpressCluster X R2 SAN Edition for Windows Upgrade for 3-year standard maintenance support Number of CPUs per node 5-8 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-33,,Exp.
Q24-DN000000001586 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (9-16),,FOB Destination,30 Days,Japan,132-33,,Exp.
UPGSWS-02293-034 - NEC Corporation ExpressCluster X R2 WAN Edition for Windows Upgrade for 3-year standard maintenance support Number of CPUs per node 3-4 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-02293-916 - NEC Corporation ExpressCluster X R2 WAN Edition for Windows Upgrade for 3-year standard maintenance support Number of CPUs per node 9-16 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-33,,Exp.
Q24-DN000000001583 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (1-2),,FOB Destination,30 Days,Japan,132-33,,Exp.
UPGSWS-02075-058 - NEC Corporation ExpressCluster X SAN Edition for Windows Upgrade for 3-year standard maintenance support Number of CPUs per node 5-8 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-12,,Exp.
UPGSWS-02292-916 - NEC Corporation ExpressCluster X R2 LAN Edition for Windows Upgrade for 3-year standard maintenance support Number of CPUs per node 9-16 Supported number of nodes per license 1,,FOB Destination,30 Days,United States,132-33,,Exp.
UPGSWS-02888-012 - NEC Corporation ExpressCluster X WAN Edition for Windows Upgrade for 3-year standard maintenance support Number of CPUs per node 1-2 Supported number of nodes per license 2,,FOB Destination,30 Days,United States,132-12,,Exp.
Q24-DN000000001661 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows x64 Upgrade 1-year STANDARD to 1-year PLATINUM maintenance and support (9-16),,FOB Destination,30 Days,Japan,132-33,,Exp.
"70-0361-101R - VTI Instruments KIT, RACK EAR, FULL RACK WIDTH, 1U,  EX1266/06",0 Stnd,FOB Destination,45 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
Q24-DN000000001671 - NEC Corporation ExpressCluster X R3 LAN Edition for Windows x64 Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (3-4),,FOB Destination,30 Days,Japan,132-33,,Exp.
"70-0363-025 - VTI Instruments EX1200-5006, 40-channel, 300 V/2 A, Form A (SPST) Switch",1 Year,FOB Destination,45 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
VT4101A-S-11261-C - VTI Instruments VT4101A-S-11261 Calibration,0 Stnd,FOB Destination,45 Days,United States,627-2001,,GS-24F-0066M Exp. 10 Sep. 2022
"70-0315-100 - VTI Instruments EX1629 Calibration kit, 12 block set (Red & Blue)",0 Stnd,FOB Destination,45 Days,United States,627-33,70-0315-100,GS-24F-0066M Exp. 10 Sep. 2022
"PM8300-D910-C005 - Dataram Corporation PowerScan PM8300 910MHZ, Prescan (Use with BC8030-910-C005)",,FOB Destination,30 Days,Slovakia,132-8,,Exp.
Q24-DN000000001674 - NEC Corporation ExpressCluster X R3 WAN Edition for Windows x64 Upgrade 1-year STANDARD to 2-year PLATINUM maintenance and support (1-2),,FOB Destination,30 Days,Japan,132-33,,Exp.
"BC8060-910 - Dataram Corporation PowerScan PM8000, 910 MHz, Base Station/Charger, BC-8060, Multi-Interface/RS-485",,FOB Destination,30 Days,Slovakia,132-8,,Exp.
GRH4640/8192 - Dataram Corporation 8GB (4x2GB DDR333 RDIMMs) HP A6970A for Integrity rx4640-8,,FOB Destination,30 Days,United States,132-8,,Exp.
"GRH4440/16GB - Dataram Corporation 16GB (4x4GB DDR333 RDIMMs) HP AB560A for HP9000 rp4410-4, rp4440-8",,FOB Destination,30 Days,United States,132-8,,Exp.
GRH3400/8GB - Dataram Corporation 8GB (4x2GB DDR266 RDIMMs) HP A9775A for HP9000 rp3440-4,,FOB Destination,30 Days,United States,132-8,,Exp.
"70-0361-510 - VTI Instruments Front Panel, Blanking kit, EX12XX, 10 pc",0 Stnd,FOB Destination,45 Days,United States,627-33,70-0361-510,GS-24F-0066M Exp. 10 Sep. 2022
GRSX2200M2/16GB - Dataram Corporation 16GB (2x8GB DDR2-667 RDIMMs) Sun Microsystems for Sun Fire X2200M2,,FOB Destination,30 Days,United States,132-8,,Exp.
GRH2660/8GB - Dataram Corporation 8GB (2x4GB DDR2-533 RDIMMs) HP AD276A for Integrity rx2660,,FOB Destination,30 Days,United States,132-8,,Exp.
"GRILS42-6/8GB - Dataram Corporation 8GB (2x4GB DDR2-667 VLP RDIMMs) IBM 46C7524 for BladeCenter LS22 7901, LS42 7902",,FOB Destination,30 Days,United States,132-8,,Exp.
"GRL1066RQ/16GB - Dataram Corporation 16GB (1x16GB DDR3-1066 4R RDIMMs) for PowerEdge R610, R710",,FOB Destination,30 Days,United States,132-8,,Exp.
"GRIX3755/16GB - Dataram Corporation 16GB (2x8GB DDR2-667 RDIMMs) IBM for System x3755, x3850 M2, x3950 M2",,FOB Destination,30 Days,United States,132-8,,Exp.
"GRSM5000D/32GB - Dataram Corporation 32GB (8x4GB DIMMs) Sun Microsystems for SPARC Enterprise M4000, M5000",,FOB Destination,30 Days,United States,132-8,,Exp.
GRH2660/4GB - Dataram Corporation 4GB (2x2GB DDR2-533 RDIMMs) HP AD275A for Integrity rx2660,,FOB Destination,30 Days,United States,132-8,,Exp.
"GRSM5000/64GB - Dataram Corporation 64GB (8x8GB DIMMs, 1 Memory Card) Sun Microsystems for SPARC Enterprise M4000, M5000",,FOB Destination,30 Days,United States,132-8,,Exp.
"GRIX3650Q/16GB - Dataram Corporation 16GB (2x8GB DDR2-667 FBDIMMs 4R) IBM 46C7577 for BladeCenter HS21, HS21 XM",,FOB Destination,30 Days,United States,132-8,,Exp.
"GRSB2000A/4096 - Dataram Corporation 4GB (4x1GB) Sun Microsystems X7063A for Sun Fire 280R, Sun Blade 1000, 2000",,FOB Destination,30 Days,United States,132-8,,Exp.
